"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Antigua and Barbuda","ATG","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4394102096558","","","11.7015399932861","","","","","","","6.92814016342163","","","10.143256187439","10.7302341461182","9.85048580169678","7.7613525390625","6.76265001296997","7.39179992675781","7.23061990737915","8.54749011993408","8.94178009033203","9.90322971343994",
"Australia","AUS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.2497301101685","13.3509197235107","13.5917196273804","14.0653095245361","13.2040195465088","15.0169200897217","14.2970199584961","14.7700595855713","14.2461204528809","","","","13.3601598739624","","","","","13.585129737854","13.1781997680664","13.0302696228027","12.5997200012207","13.421669960022","14.3240003585815","13.4849996566772","13.1744003295898","14.0413904190063","13.8837900161743","14.085789680481","13.8043899536133","13.6023597717285","13.4772901535034","12.8453502655029","14.4300003051758","",
"Austria","AUT","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2860403060913","11.5131101608276","11.7502098083496","11.7597103118896","11.0731801986694","","10.5061197280884","9.7409496307373","","11.2919502258301","12.1505699157715","11.0332202911377","10.8563203811646","10.5323295593262","10.7396202087402","9.87333011627197","10.2618503570557","10.3745803833008","10.4522895812988","10.5551500320435","10.583930015564","10.7891302108765","10.9884901046753","10.7011804580688","10.7402896881104","10.4111604690552","10.6934795379639","10.9436302185059","10.8959798812866","10.7194204330444","10.7336597442627","8.89000034332275","",
"Azerbaijan","AZE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4027900695801","24.1167297363281","","18.7569408416748","21.60498046875","21.1190795898438","20.8775501251221","13.6307201385498","15.1708402633667","14.2350397109985","13.2231502532959","10.1004199981689","9.77937030792236","7.76384019851685","9.3439302444458","8.70083999633789","7.2198600769043","5.64367008209229","6.46412992477417","7.23872995376587","7.63110017776489","8.19999980926514","6.97016000747681","7.40912008285522","8.29069042205811","10.5025300979614","11.4832201004028",
"Burundi","BDI","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8640308380127","18.1227207183838","","16.7564392089844","23.7924404144287","16.7136001586914","","","13.5186395645142","10.7352600097656","11.4331302642822","12.4860801696777","","9.17908000946045","10.9592695236206","","","12.6155395507813","16.3016891479492","16.5881004333496","14.9792995452881","16.4283199310303","17.2432594299316","23.8400001525879","27.4972400665283","20.784610748291","19.7648506164551","19.5192604064941","21.2221698760986","20.7419490814209","20.4385395050049",
"Belgium","BEL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","10.2749395370483","9.25218963623047","","","","8.60939025878906","8.18340015411377","8.16559028625488","","","","","10.1800298690796","10.2812099456787","5.82896995544434","5.89705991744995","","","","","","","","","11.1755199432373","","","12.4724502563477","11.8105497360229","11.9576501846313","11.6301403045654","11.0699214935303","11.8156795501709","11.8534097671509","12.0096797943115","12.1649503707886","12.3488998413086","12.2154998779297","12.2305097579956","11.1899995803833","",
"Benin","BEN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4617404937744","17.8851890563965","13.5131998062134","15.3105802536011","14.1290798187256","16.6825294494629","19.2139492034912","18.7903900146484","19.7096099853516","14.9486904144287","19.0885791778564","18.1756191253662","26.1439609527588","20.9563007354736","25.0213108062744","22.3412208557129","22.227710723877","17.4795207977295","18.7914009094238","19.8796501159668","17.7091808319092","","","",
"Burkina Faso","BFA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.21282005310059","","","","","","19.9496803283691","","7.34017992019653","","","","","","","","","19.4941902160645","18.2017002105713","17.8638191223145","","","16.1728191375732","19.5006103515625","15.8953800201416","16.1652793884277","19.3681106567383","18.0270805358887","","21.4440002441406","22.661169052124","20.8894500732422","21.1117172241211","21.561954498291",
"Bangladesh","BGD","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","5.26359987258911","6.63402986526489","6.39411020278931","6.47325992584229","8.08761978149414","8.38862991333008","9.13004970550537","10.4684295654297","","","11.191029548645","11.0621004104614","12.5366697311401","12.1138496398926","","","","15.1968698501587","","18.129789352417","20.4904193878174","18.5847797393799","15.6937999725342","16.6816291809082","15.9531202316284","","17.3365306854248","18.1534004211426","17.8161907196045","14.0298700332642","21","16.7939701080322","12.277943611145","11.8120946884155","13.3063278198242","12.0441026687622","13.9817361831665","13.8549823760986","11.9579200744629","11.3293676376343","10.3874378204346","10.221302986145",
"Bulgaria","BGR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.95102024078369","","","9.27773952484131","9.65431976318359","11.1802501678467","6.70300006866455","12.0725202560425","12.010479927063","11.113920211792","12.6122598648071","12.6567497253418","11.1634197235107","11.1000499725342","10.6909198760986","11.4398002624512","9.42749786376953","9.70858001708984","9.73177337646484","12.7309503555298","11.7900295257568","11.7067098617554","9.55000019073486","",
"Bahrain","BHR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9186601638794","11.0267295837402","10.5586700439453","13.8199996948242","11.6999998092651","11.3999996185303","8.17982959747314","7.45860004425049","8.6840295791626","7.32818984985352","9.85000038146973","10.789999961853","9.89000034332275","8.48999977111816","9.36690330505371","9.08058261871338",
"Bahamas, The","BHS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7652893066406","","","","","18.5599994659424","","20.5","20.0799999237061","18.7000007629395","16.6100006103516","14.5200004577637","14.2200002670288","14.9399995803833","14.1599998474121","11.8315200805664","11.8747301101685","10.5860795974731","11.436710357666","11.2622804641724","11.2430200576782","10.1294498443604",
"Bosnia and Herzegovina","BIH","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5523500442505","12.6201095581055","12.4503202438354","10.1337203979492","","8.44954967498779","11.7781295776367","11.6266498565674","12.7523002624512","12.2739896774292","12.406720161438","11.4617300033569","12.1587800979614","12.2816896438599","13.2640399932861","13.3307399749756","12.7811498641968","16.5380401611328",
"Belize","BLZ","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.1840801239014","15.6122598648071","18.3053703308105","","15.765040397644","16.0742893218994","","","","18.8943901062012","21.9705390930176","22.7557792663574","","","22.1886196136475","22.110710144043","21.5519199371338","20.5020198822021","21.6585102081299","22.1137504577637","22.2020206451416","21.5209808349609","22.1747493743896",
"Bermuda","BMU","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.036600112915","11.1138496398926","12.1054000854492","","","","13.9704303741455","12.9342403411865","","","","7.79644012451172","9.01879978179932","10.9283113479614","7.77346992492676","11.838062286377","12.4423589706421","12.2863397598267","13.2497959136963",
"Bolivia","BOL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2000007629395","15.8000001907349","17.4599990844727","15.6899995803833","15.0699996948242","16.3400001525879","17.6399993896484","18.0200004577637","19.0100002288818","13.5200004577637","14.1999998092651","10.4091358184814",
"Brazil","BRA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6298599243164","9.60027027130127","11.4521598815918","10.6109399795532","9.63700008392334","","10.4124298095703","11.2647199630737","12.4263696670532","13.2226600646973","14.083399772644","14.7263603210449","14.1598596572876","15.2690000534058","15.7277803421021","15.5927095413208","15.4438400268555","16.2181091308594","15.9288301467896","16.5049095153809","16.1483592987061","15.958080291748","","",
"Barbados","BRB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1681995391846","22.1503505706787","26.8888206481934","24.7244892120361","18.5845603942871","18.6181392669678","18.2429790496826","","17.2209701538086","15.7106504440308","16.1005802154541","18.0963306427002","","16.7026901245117","14.844820022583","17.4510593414307","18.5185508728027","13.3624496459961","12.879150390625","16.358570098877","10.7784900665283","11.4934902191162","16.5802001953125",
"Brunei Darussalam","BRN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","13.0709896087646","11.2389698028564","","","","","9.58600997924805","11.8434295654297","10.0657901763916","8.71026992797852","8.22681999206543","9.18062973022461","9.27600002288818","","","","","8.76089000701904","8.89342975616455","8.92074012756348","","","","","","","","","","5.30208015441895","9.18218994140625","9.72642040252686","","9.98460006713867","","11.4419498443604","","","","","",
"Bhutan","BTN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1540803909302","13.4483499526978","","","18.8022994995117","22.9959201812744","","","15.6447296142578","12.8616695404053","11.7936897277832","13.0573701858521","17.5233993530273","15.6338195800781","17.030309677124","18.519287109375","18.7511940002441","20.3534240722656","18.3316287994385","20.3831558227539","17.7084941864014","15.7097816467285",
"Botswana","BWA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","14.3269100189209","15.5186996459961","15.4298295974731","15.4916896820068","16.6939506530762","16.0312805175781","","16.5108795166016","","16.3150196075439","","","","","","","","","","","","","25.8235301971436","","26.5077896118164","","20.4773998260498","","","","","","17.5282592773438","16.503589630127","17.03955078125","15.6087102890015","15.3527202606201","15.5031461715698","",
"Central African Republic","CAF","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1400804519653","9.92337036132813","","","","","","","","8.94931983947754","9.93076992034912","","9.21473026275635","12.0280199050903","12.0644598007202","9.68047046661377","10.0542402267456","9.86948013305664","7.8600001335144","7.83692979812622","6.47537994384766","7.8254599571228","10.6165704727173","8.08343982696533","9.3871898651123","8.38673973083496","7.31901979446411","8.89505004882813","9.13549995422363","9.79780960083008","9.78244018554688","9.08868980407715",
"Canada","CAN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","15.5789003372192","15.5318098068237","14.7749700546265","14.0908002853394","13.2368803024292","12.6831998825073","13.4558296203613","13.5385398864746","13.569769859314","13.1906204223633","14.2637996673584","13.1161403656006","14.6234798431396","12.9344301223755","12.8636302947998","","","12.6395797729492","12.7418804168701","12.9826002120972","12.2122402191162","12.1478996276855","","","12.1780700683594","","12.3285598754883","12.0099601745605","12.4836397171021","12.3359603881836","12.2191400527954","12.8726816177368","11.2129096984863","12.1208801269531","12.351619720459","12.0354995727539","12.1707401275635","12.0848703384399","11.7379398345947","10","",
"Central Europe and the Baltics","CEB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7286500930786","","11.2788095474243","10.1390151977539","10.3236103057861","11.1368546485901","10.9223499298096","11.6405696868896","11.0059003829956","12.0725202560425","12.2768802642822","11.3489599227905","11.4153995513916","11.085000038147","11.0435695648193","10.8957004547119","10.6909198760986","9.57987022399902","10.0422105789185","10.099778175354","10.3819599151611","10.8470802307129","11.1128997802734","11.3313798904419","10.6599998474121","",
"Switzerland","CHE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","15.5938997268677","15.5219497680664","15.7320404052734","15.454719543457","16.1573104858398","15.8157901763916","17.181640625","17.1725902557373","","16.1592998504639","15.5115203857422","15.310040473938","15.2790899276733","","14.5520095825195","14.3331003189087","14.4521598815918","15.2553396224976","15.1812601089478","16.1994209289551","16.096399307251","15.703989982605","15.8538799285889","15.5604200363159","15.8850402832031","15.5221395492554","15.2876396179199","15.4470500946045","15.474570274353","15.0943098068237","15.3216896057129","15.3883600234985","15.3604698181152","15.4610500335693","15.5327997207642","15.5572710037231","14.2399997711182","",
"Channel Islands","CHI","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5188302993774","14.1324195861816","15.0246200561523","15.7599897384644","14.5041399002075","15.1703701019287","15.6522197723389","16.4279098510742","","17.4505996704102","17.6372203826904","17.0210494995117","16.199089050293","16.2312793731689","16.746410369873","17.4011306762695","17.0356101989746","17.8533096313477","17.7475700378418","19.6674499511719","19.6776504516602","19.9210090637207","19.5937099456787","21.1555995941162","21.3112392425537","21.3660697937012","21.2335300445557","","",
"China","CHN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","9.5632495880127","9.76224040985107","10.6873798370361","10.4390096664429","9.46158027648926","10.7439403533936","","","","12.2905302047729","14.7739496231079","20.0649394989014","18.717170715332","19.5053405761719","","14.5514097213745","12.6315603256226","","","","","","9.5","9.31999969482422","8.42000007629395","14.3000001907349","13.5100002288818","14.9620895385742","12.98703956604","14.4801797866821","13.4870796203613","12.8535099029541","12.1019296646118","11.885479927063","11.5886898040771","10.758620262146","11.2299995422363","10.5299997329712","",
"Cote d'Ivoire","CIV","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2201499938965","18.8147506713867","21.6711807250977","20.8069496154785","23.2020301818848","22.5923004150391","22.648229598999","22.1071605682373","21.8456897735596","20.0178909301758","20.755880355835","21.5269107818604","22.1895599365234","22.7727508544922","22.4268608093262","20.8587608337402","21.5747299194336","21.7667808532715","21.1732196807861","22.3875999450684","20.6334991455078","18.2889003753662","17.3795795440674","15.0821800231934","14.9781799316406",
"Cameroon","CMR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6836996078491","15.7333097457886","","21.4420204162598","20.8471202850342","21.3776092529297","20.3126602172852","21.3793392181396","15.7006101608276","19.7797908782959","18.7538890838623","14.8677701950073","15.1762199401855","13.8249502182007","12.8797597885132","13.243989944458","12.6946897506714","15.9128103256226","16.8831596374512","14.0946702957153","14.3899097442627","14.8910799026489",
"Congo, Dem. Rep.","COD","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.57849979400635","","","16.1747398376465","10.5539197921753","11.7383699417114","14.6354198455811","14.0076599121094","","","","21.6123027801514",
"Congo, Rep.","COG","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4124698638916","14.7077798843384","","","14.1265296936035","","","","9.05484962463379","9.5199499130249","8.56180953979492","7.59781980514526","","","","","24.7277793884277","8.72842502593994","9.32129955291748","14.7249002456665","6.55592012405396","7.95039987564087","12.8548803329468","15.68577003479","15.582799911499","17.9308891296387","18.2882499694824","17.8783493041992",
"Colombia","COL","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","18.0922908782959","16.4075202941895","","","","17.2254505157471","","","","","","","","","12.475359916687","13.1519298553467","13.2963895797729","13.5705299377441","15.3020601272583","15.5395002365112","15.4174203872681","15.5314502716064","13.7713203430176","14.4981698989868","13.8549098968506","15.4508800506592","15.926830291748","14.772029876709","15.0223398208618","16.2627296447754","14.8089799880981","14.2927303314209","14.9271898269653","15.4687404632568","12.8371896743774","13.7191095352173","14.7466297149658","",
"Comoros","COM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1350708007813","","","","15.789719581604","","","","","","29.2331199645996","","","21.4148693084717","18.4915103912354","16.0707302093506","18.8913593292236","13.3536500930786","","","","","","",
"Cabo Verde","CPV","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.2559204101563","16.7619400024414","","","19.7662296295166","","20.8404808044434","","17.5405807495117","18.3287506103516","18.2409896850586","15.886549949646","14.2168998718262","15.1532802581787","16.121675491333","14.7782297134399","16.282190322876","16.7482299804688","17.8430099487305","16.4125804901123","17.5685405731201","15.1536998748779","17.0901908874512","15.112979888916",
"Costa Rica","CRI","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3223705291748","","18.3639602661133","17.6590900421143","","","","","","16.7436904907227","19.1146602630615","","","21.9236907958984","18.8195095062256","19.1528205871582","19.24049949646","20.1517200469971","20.4308891296387","","20.6433391571045","21.0218906402588","20.8109607696533","23.4082202911377","22.8808898925781","23.0096206665039","23.5015602111816","22.8309097290039","23.1095294952393","23.3734302520752","23.4232006072998","30.1514205932617","26.086669921875","24.5510101318359","21.5394802093506","",
"Caribbean small states","CSS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9058904647827","13.8518800735474","16.3537693023682","12.7515697479248","12.7980003356934","16.7000198364258","15.129720211029","14.4104752540588","13.716215133667","8.92667007446289","11.2300395965576","14.2638602256775","16.0782899856567","16.3245697021484","13.6362051963806","11.7330198287964","14.2693700790405","","17.1730499267578","19.1193809509277","17.5528392791748","16.1029396057129","15.7135152816772","16.0235795974732","17.3814802169799","17.5912947654725","14.3762245178223","14.7895903587341","14.1447253227234","14.177869796753","13.9673848152161","11.7679004669189","8.92938995361328",
"Cuba","CUB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4788303375244","16.5196533203125","15.8017377853394","15.2635679244995","14.9375658035278","13.5649137496948","12.6599740982056","14.2259435653687","16.6611003875732","",
"Curacao","CUW","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.1375484466553","21.858772277832","","19.5018730163574","13.7020921707153","","","","16.4101276397705","14.6464796066284",
"Cayman Islands","CYM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9241704940796","14.9581575393677","","",
"Cyprus","CYP","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9041204452515","14.2683095932007","14.3215703964233","14.914210319519","16.515230178833","15.8329801559448","15.8393602371216","16.1796207427979","16.72047996521","17.5907497406006","17.2012500762939","15.6494903564453","15.4976501464844","14.0066299438477","15.3621301651001","15.9277801513672","16.024959564209","16.4027805328369","15.6789302825928","11.8047428131104","13.6825504302979","12.9899997711182","",
"Czechia","CZE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.14175033569336","","8.54813003540039","8.90839958190918","8.91213989257813","8.61888980865479","8.86462020874023","8.38220977783203","9.43290042877197","9.12421035766602","10.1192798614502","9.51356029510498","9.11993980407715","9.3469295501709","9.24479961395264","9.82246017456055","9.44756984710693","9.4882698059082","9.3032398223877","13.7163095474243","13.9713001251221","9.76436042785645","10.5089197158813","11.0646600723267","10.7700004577637","",
